,latitude,longitude,risk
111,40.7237578,-74.0079297,0.0
112,40.7244054,-74.0070994,0.0
113,40.7146195,-73.9768477,0.0
114,40.7593001,-73.9592658,0.0
115,40.8202619,-73.9594899,0.0
116,40.8232976,-73.9570228,0.0
117,40.8197265,-73.9601312,0.0
118,40.8186803,-73.9610583,0.0
119,40.8180007,-73.9618103,0.0
120,40.8069238,-73.9355669,0.0
121,40.80669,-73.9349387,0.0
122,40.7576654,-73.9948115,0.0
123,40.784623,-73.9698495,0.0
124,40.7244132,-74.0059302,0.0
125,40.8105617,-73.967223,0.0
126,40.8176607,-73.9610256,0.0
127,40.715649,-73.977917,0.0
128,40.7917218,-73.9529821,0.0
129,40.7856025,-73.9841323,0.0
130,40.7923773,-73.9641772,0.0
131,40.8203291,-73.9596517,0.0
132,40.7954937,-73.9760092,0.0
133,40.8282864,-73.9348645,0.0
134,40.8158343,-73.9344443,0.0
135,40.814759,-73.9343888,0.0
136,40.7942085,-73.9628541,0.0
137,40.7993152,-73.929126,0.0
138,40.8034625,-73.9312143,0.0
139,40.8310238,-73.93598,0.0
140,40.8668739,-73.930985,0.0
141,40.7143936,-74.0004961,0.0
142,40.8692662,-73.9318334,0.0
143,40.7239092,-74.0075216,0.0
144,40.723454,-74.0074947,0.0
145,40.8039382,-73.9323444,0.0
146,40.7982188,-73.952396,0.0
147,40.7602431,-73.9515065,0.0
148,40.8337341,-73.9376003,0.0
149,40.7024415,-74.0128371,0.0
150,40.8025637,-73.9303673,0.0
151,40.7923959,-73.9367868,0.0
152,40.834924,-73.9354669,0.0
153,40.7472955,-73.9758273,0.0
154,40.74693,-73.9692725,0.0
155,40.7374172,-73.974504,0.0
156,40.7369776,-73.9749044,0.0
157,40.7624373,-73.9479808,0.0
158,40.7629715,-73.949099,0.0
159,40.806301,-73.9348501,0.0
160,40.8179047,-73.9342503,0.0
161,40.8188825,-73.9343644,0.0
162,40.7904084,-73.9367296,0.0
163,40.847737,-73.9311538,0.0
164,40.7652696,-73.9521462,0.0
165,40.7665323,-73.9510157,0.0
166,40.7566077,-73.9558339,0.0
167,40.8353715,-73.9441039,0.0
168,40.8363811,-73.9445746,0.0
169,40.8370771,-73.9442977,0.0
170,40.8377866,-73.9440172,0.0
171,40.8384634,-73.9437512,0.0
172,40.839174,-73.943465,0.0
173,40.8401941,-73.9430682,0.0
174,40.8421541,-73.9422847,0.0
175,40.8428216,-73.9420178,0.0
176,40.8434507,-73.9416342,0.0
177,40.8440509,-73.9411456,0.0
178,40.844695,-73.9408022,0.0
179,40.8453757,-73.9405244,0.0
180,40.8460446,-73.9402488,0.0
181,40.8465308,-73.9400565,0.0
182,40.8472122,-73.9397798,0.0
183,40.847842,-73.9395229,0.0
184,40.8499781,-73.9386594,0.0
185,40.850909,-73.938284,0.0
186,40.852128,-73.937819,0.0
187,40.85338,-73.937435,0.0
188,40.8551136,-73.9369042,0.0
189,40.857109,-73.935602,0.0
190,40.7116883,-74.0058474,0.0
191,40.710185,-74.0042501,0.0
192,40.706993,-74.0064696,0.0
193,40.706375,-74.005691,0.0
194,40.7059974,-74.0052131,0.0
195,40.705408,-74.0044743,0.0
196,40.7135983,-74.0035719,0.0
197,40.7151767,-74.0021357,0.0
198,40.7157474,-74.0016903,0.0
199,40.71693,-74.000818,0.0
200,40.717619,-74.000274,0.34615384615384615
201,40.718016,-73.9999554,0.46153846153846156
202,40.7186723,-73.9994292,0.0
203,40.718913,-73.999234,0.0
204,40.7198029,-73.9985112,0.0
205,40.720836,-73.997655,0.0
206,40.7152112,-73.9842558,0.0
207,40.7161377,-73.9836386,0.0
208,40.7166776,-73.9833624,0.0
209,40.717175,-73.9831071,0.0
210,40.7183141,-73.9825206,0.07692307692307693
211,40.7194618,-73.9819415,0.46153846153846156
212,40.7206496,-73.9813453,0.6538461538461539
213,40.7396792,-73.9909583,0.0
214,40.7410305,-73.9941671,0.0
215,40.742228,-73.997007,0.0
216,40.7434264,-73.9998513,0.0
217,40.7446399,-74.0027323,0.0
218,40.745816,-74.005535,0.0
219,40.746795,-74.0078599,0.0
220,40.7081724,-74.0166109,0.0
221,40.708457,-74.017398,0.0
222,40.7435682,-73.9923179,0.0
223,40.744765,-73.9951595,0.0
224,40.7459612,-73.998,0.0
225,40.7471747,-74.0008813,0.0
226,40.748355,-74.003684,0.0
227,40.7502334,-74.0082779,0.0
228,40.8716544,-73.9112343,0.0
229,40.8722414,-73.9126036,0.0
230,40.8123183,-73.9522263,0.0
231,40.81294,-73.95177,0.8461538461538461
232,40.813567,-73.951322,0.8461538461538461
233,40.814187,-73.95086,0.0
234,40.8179231,-73.9497399,0.34615384615384615
235,40.8214875,-73.9485312,0.0
236,40.714251,-73.9808938,0.34615384615384615
237,40.7135531,-73.9808346,0.0
238,40.7115207,-73.9806225,0.6538461538461539
239,40.7636536,-73.9734832,0.0
240,40.7639258,-73.974136,0.0
241,40.855598,-73.927319,0.0
242,40.856182,-73.928716,0.34615384615384615
243,40.8566083,-73.9297266,0.34615384615384615
244,40.857841,-73.932043,0.0
245,40.8581161,-73.932977,0.0
246,40.745301,-73.986846,0.0
247,40.7460455,-73.9886122,0.0
248,40.7466658,-73.9900676,0.0
249,40.7478717,-73.9929242,0.0
250,40.7490537,-73.9957298,0.0
251,40.7514485,-74.0014254,0.0
252,40.7526451,-74.0042702,0.6923076923076923
253,40.7537821,-74.0070387,0.0
254,40.8134253,-73.9371434,0.0
255,40.8621121,-73.9300037,0.34615384615384615
256,40.8622107,-73.9296676,0.34615384615384615
257,40.8626215,-73.9286059,0.0
258,40.862926,-73.927766,0.0
259,40.863238,-73.926923,0.34615384615384615
260,40.863575,-73.926011,0.34615384615384615
261,40.864403,-73.923767,0.0
262,40.8651,-73.921884,0.0
263,40.865797,-73.919996,0.0
264,40.866315,-73.918596,0.38461538461538464
265,40.866813,-73.917205,0.38461538461538464
266,40.8272063,-73.9424535,0.0
267,40.827823,-73.941997,0.0
268,40.828447,-73.94154,0.0
269,40.829083,-73.941078,0.0
270,40.8302773,-73.9402064,0.34615384615384615
271,40.7820388,-73.9717224,0.0
272,40.8745523,-73.9096352,0.0
273,40.8746713,-73.9110993,0.0
274,40.8750497,-73.9122655,0.0
275,40.8756706,-73.9128004,0.0
276,40.7045537,-74.0094775,0.6923076923076923
277,40.7599137,-73.9588108,0.0
278,40.7605391,-73.9583585,0.0
279,40.7611816,-73.9579018,0.0
280,40.7617963,-73.9574532,0.0
281,40.7624248,-73.9569931,0.0
282,40.7630517,-73.9565342,0.0
283,40.7636731,-73.9560793,0.0
284,40.7642988,-73.9556211,0.0
285,40.7649207,-73.9551666,0.0
286,40.7655447,-73.9547105,0.0
287,40.7661832,-73.9542439,0.0
288,40.7668593,-73.9537482,0.0
289,40.7675409,-73.9532494,0.0
290,40.7681722,-73.9527922,0.0
291,40.768811,-73.9523297,0.0
292,40.7694509,-73.9518664,0.0
293,40.770088,-73.951405,0.0
294,40.7707171,-73.950941,0.0
295,40.771399,-73.9504381,0.0
296,40.7720762,-73.9499354,0.0
297,40.7727093,-73.9494733,0.0
298,40.7733435,-73.9490103,0.0
299,40.7739755,-73.9485489,0.0
300,40.7746144,-73.9480825,0.0
301,40.775245,-73.9476222,0.0
302,40.775932,-73.9471206,0.0
303,40.7766022,-73.9466326,0.0
304,40.7772288,-73.9461764,0.0
305,40.777874,-73.9457066,0.0
306,40.7784878,-73.9452597,0.0
307,40.779149,-73.944779,0.0
308,40.7797423,-73.9442883,0.0
309,40.7812798,-73.9759984,0.0
310,40.7824641,-73.9788209,0.0
311,40.7832069,-73.9805809,0.0
312,40.7836663,-73.9816706,0.0
313,40.7843551,-73.9832997,0.0
314,40.8474237,-73.9313827,0.0
315,40.848038,-73.932849,0.0
316,40.848626,-73.934239,0.0
317,40.849145,-73.935471,0.0
318,40.849541,-73.936397,0.38461538461538464
319,40.8501784,-73.9396399,0.0
320,40.8503748,-73.9406064,0.0
321,40.8513418,-73.9402247,0.0
322,40.854677,-73.938652,0.0
323,40.8556073,-73.937921,0.0
324,40.8573519,-73.936584,0.0
325,40.7371276,-73.9903368,0.0
326,40.7378047,-73.9901393,0.0
327,40.7384914,-73.9899563,0.0
328,40.7391754,-73.9897504,0.0
329,40.7398661,-73.9895652,0.0
330,40.7406183,-73.9894381,0.0
331,40.7413643,-73.9891378,0.0
332,40.7421884,-73.9891293,0.0
333,40.7430428,-73.9891631,0.0
334,40.7438037,-73.9890293,0.0
335,40.7445363,-73.9888917,0.0
336,40.7452886,-73.9887531,0.0
337,40.7468077,-73.9884704,0.0
338,40.7475461,-73.9883324,0.0
339,40.7506824,-73.9878205,0.0
340,40.751444,-73.9876732,0.0
341,40.7521844,-73.9875229,0.0
342,40.7528837,-73.9873365,0.0
343,40.7536222,-73.9870696,0.0
344,40.7543353,-73.9868976,0.0
345,40.7550539,-73.9866712,0.0
346,40.7558193,-73.9864249,0.0
347,40.7579634,-73.9855335,0.34615384615384615
348,40.759438,-73.9851371,0.0
349,40.7601305,-73.9848594,0.0
350,40.7608012,-73.9845109,0.0
351,40.7614503,-73.9840983,0.3076923076923077
352,40.7620858,-73.9836782,0.0
353,40.7627381,-73.9832608,0.0
354,40.763382,-73.9829033,0.3076923076923077
355,40.764058,-73.9825176,0.3076923076923077
356,40.7647849,-73.9822551,0.0
357,40.7654683,-73.9820384,0.0
358,40.7663007,-73.9818927,0.6538461538461539
359,40.7671354,-73.9817493,0.6538461538461539
360,40.7045995,-74.0142192,0.0
361,40.7058713,-74.0132769,0.0
362,40.7074505,-74.0119439,0.0
363,40.7082967,-74.0112329,0.0
364,40.7085817,-74.0109934,0.0
365,40.7087855,-74.0108222,0.0
366,40.709798,-74.0099714,0.0
367,40.7103215,-74.0095316,0.0
368,40.7104064,-74.0094602,0.0
369,40.7108847,-74.0090583,0.0
370,40.7113846,-74.0086478,0.0
371,40.7146812,-74.0058865,0.0
372,40.715236,-74.00542,0.0
373,40.71576,-74.004976,0.0
374,40.7162869,-74.0045303,0.0
375,40.717449,-74.003533,0.0
376,40.7180338,-74.003043,0.0
377,40.7186389,-74.0025285,0.0
378,40.719153,-74.002091,0.0
379,40.7194058,-74.0018769,0.36538461538461536
380,40.719938,-74.001425,0.36538461538461536
381,40.7208634,-74.0006449,0.36538461538461536
382,40.7217891,-73.9998554,0.0
383,40.723021,-73.998812,0.0
384,40.724235,-73.997785,0.8653846153846154
385,40.7255012,-73.9967146,0.0
386,40.727211,-73.99527,0.0
387,40.7278266,-73.9947496,0.0
388,40.728412,-73.994252,0.0
389,40.729008,-73.993747,0.0
390,40.72958,-73.993262,0.0
391,40.730079,-73.992841,0.0
392,40.7306011,-73.9923997,0.0
393,40.731166,-73.991921,0.0
394,40.7317445,-73.9914619,0.0
395,40.732449,-73.991289,0.0
396,40.733214,-73.991114,0.0
397,40.7339814,-73.990953,0.3076923076923077
398,40.7347874,-73.9907352,0.3076923076923077
399,40.7040559,-74.0132,0.0
400,40.705045,-74.0133173,0.0
401,40.7689504,-73.9822001,0.0
402,40.7706115,-73.9822476,0.0
403,40.771427,-73.9822554,0.0
404,40.7726558,-73.9822863,0.0
405,40.7730852,-73.9823112,0.0
406,40.7739227,-73.9823188,0.0
407,40.7747214,-73.9822972,0.0
408,40.7755283,-73.9822622,0.0
409,40.7763295,-73.9822243,0.0
410,40.7771434,-73.9822172,0.0
411,40.7787867,-73.9820522,0.4743589743589744
412,40.7795842,-73.9818317,0.0
413,40.7803341,-73.9816325,0.0
414,40.7810582,-73.9814257,0.0
415,40.7818019,-73.9811764,0.0
416,40.7825317,-73.9809157,0.0
417,40.783893,-73.9800838,0.0
418,40.7852101,-73.9791163,0.0
419,40.7858381,-73.9786335,0.0
420,40.7864652,-73.9781723,0.0
421,40.7877015,-73.9771707,0.0
422,40.7883617,-73.9766064,0.0
423,40.7890078,-73.976052,0.0
424,40.7896363,-73.9755873,0.0
425,40.7908834,-73.9746726,0.3076923076923077
426,40.7915225,-73.9742027,0.3076923076923077
427,40.7921405,-73.9737451,0.0
428,40.7927728,-73.9733006,0.0
429,40.7933995,-73.972839,0.5384615384615384
430,40.7940312,-73.972399,0.5512820512820513
431,40.7947149,-73.9718975,0.4230769230769231
432,40.7953849,-73.9714074,0.3076923076923077
433,40.796004,-73.9709366,0.0
434,40.7966367,-73.9704799,0.3076923076923077
435,40.7972636,-73.9700162,0.3076923076923077
436,40.7978923,-73.9695597,0.0
437,40.7985155,-73.9691051,0.0
438,40.7991535,-73.9686546,0.3076923076923077
439,40.7998235,-73.9683098,0.3076923076923077
440,40.8005616,-73.9680953,0.0
441,40.8022515,-73.9679062,0.0
442,40.8036046,-73.9672436,0.3076923076923077
443,40.8042152,-73.9667983,0.3076923076923077
444,40.8048633,-73.9663136,0.0
445,40.8054904,-73.9658601,0.0
446,40.8061176,-73.9654027,0.0
447,40.8067507,-73.9649437,0.0
448,40.8073871,-73.9644889,0.0
449,40.8112589,-73.9616861,0.0
450,40.8151597,-73.9588371,0.40384615384615385
451,40.8158098,-73.9583906,0.0
452,40.8176025,-73.957044,0.0
453,40.8182287,-73.9565816,0.0
454,40.8201617,-73.9551864,0.0
455,40.8214361,-73.9542488,0.8076923076923077
456,40.8220717,-73.9537903,0.8076923076923077
457,40.8226882,-73.953329,0.0
458,40.8233117,-73.9528694,0.0
459,40.8239367,-73.9524172,0.0
460,40.8245675,-73.9519566,0.0
461,40.8251868,-73.9515053,0.0
462,40.8258004,-73.951049,0.34615384615384615
463,40.8264888,-73.950564,0.34615384615384615
464,40.8271527,-73.9500743,0.0
465,40.8277777,-73.9496148,0.0
466,40.8284043,-73.9491665,0.0
467,40.8290283,-73.948697,0.0
468,40.8296489,-73.9482489,0.0
469,40.8302601,-73.9477797,0.0
470,40.8308954,-73.9473375,0.7692307692307693
471,40.8315206,-73.946872,0.0
472,40.8328147,-73.9459388,0.0
473,40.8334848,-73.9454338,0.0
474,40.8341039,-73.9449852,0.0
475,40.8347297,-73.9445301,0.0
476,40.8359959,-73.9436514,0.0
477,40.8366143,-73.9431927,0.6538461538461539
478,40.8372479,-73.9427349,0.6538461538461539
479,40.8378398,-73.9422972,0.6538461538461539
480,40.8384885,-73.9418259,0.0
481,40.8392425,-73.9412769,0.0
482,40.8399295,-73.9407749,0.0
483,40.8411223,-73.9398646,0.0
484,40.8416786,-73.9392999,0.0
485,40.8424468,-73.9392536,0.0
486,40.843223,-73.939177,0.0
487,40.843942,-73.939025,0.7692307692307693
488,40.8446886,-73.9388653,0.7692307692307693
489,40.8454318,-73.9386774,0.0
490,40.8462182,-73.9384437,0.0
491,40.8469437,-73.938228,0.0
492,40.8475489,-73.9380371,0.0
493,40.847711,-73.937975,0.0
494,40.8484003,-73.9376741,0.38461538461538464
495,40.8489496,-73.937049,0.38461538461538464
496,40.8501764,-73.9357231,0.0
497,40.850774,-73.935426,0.0
498,40.851434,-73.935083,0.0
499,40.852058,-73.934776,0.0
500,40.852729,-73.93443,0.0
501,40.8532,-73.934193,0.0
502,40.8541572,-73.9337034,0.0
503,40.855335,-73.933312,0.0
504,40.856503,-73.932761,0.3076923076923077
505,40.856716,-73.932631,0.3076923076923077
506,40.858271,-73.931818,0.0
507,40.860641,-73.930771,0.0
508,40.8634187,-73.9300194,0.0
509,40.8646634,-73.9289023,0.0
510,40.8650857,-73.9281099,0.0
511,40.8655306,-73.9272714,0.0
512,40.866025,-73.925872,0.34615384615384615
513,40.866336,-73.925005,0.34615384615384615
514,40.867016,-73.92311,0.0
515,40.867707,-73.9212171,0.0
516,40.8681187,-73.9197555,0.0
517,40.868482,-73.918561,0.0
518,40.868885,-73.917594,0.0
519,40.8693238,-73.9167458,0.0
520,40.8698643,-73.9158491,0.0
521,40.8704145,-73.9151316,0.0
522,40.871714,-73.9132764,0.0
523,40.875638,-73.9082537,0.0
524,40.7815342,-73.9604148,0.0
525,40.7808601,-73.9588013,0.0
526,40.7801496,-73.9571181,0.0
527,40.7795073,-73.9555832,0.34615384615384615
528,40.7788275,-73.9539771,0.34615384615384615
529,40.7778838,-73.9517401,0.0
530,40.776888,-73.9493698,0.0
531,40.7749461,-73.9447748,0.0
532,40.707205,-74.005951,0.0
533,40.707855,-74.0068357,0.0
534,40.735313,-73.994118,0.0
535,40.736668,-73.997341,0.0
536,40.7378614,-74.0001742,0.0
537,40.7387436,-74.0024001,0.0
538,40.7390953,-74.0030301,0.0
539,40.739418,-74.003865,0.0
540,40.7400297,-74.0053043,0.0
541,40.7409399,-74.0074994,0.0
542,40.7414615,-74.0087032,0.0
543,40.8429382,-73.9346816,0.0
544,40.84355,-73.936126,0.0
545,40.844137,-73.937518,0.0
546,40.8446487,-73.9387288,0.7692307692307693
547,40.8462601,-73.9426268,0.0
548,40.7053095,-74.0090334,0.0
549,40.7055418,-74.0090528,0.0
550,40.7064989,-74.0167436,0.0
551,40.8108543,-73.9390289,0.0
552,40.8121691,-73.9421726,0.0
553,40.8134231,-73.9451787,0.0
554,40.81458,-73.947947,0.0
555,40.8193946,-73.9593697,0.0
556,40.8032304,-73.9446222,0.0
557,40.7985815,-73.9731448,0.0
558,40.7138056,-74.0088463,0.0
559,40.714383,-74.010128,0.0
560,40.714904,-74.0113427,0.0
561,40.7152226,-74.0132124,0.0
562,40.7155725,-74.0155746,0.0
563,40.7158285,-74.0153819,0.0
564,40.7163193,-74.0164429,0.0
565,40.7142872,-73.9939293,0.0
566,40.7164855,-73.9928237,0.0
567,40.717668,-73.9922172,0.34615384615384615
568,40.7185836,-73.9917491,0.34615384615384615
569,40.7195624,-73.9912489,0.0
570,40.7207678,-73.9906322,0.5769230769230769
571,40.7219217,-73.990042,0.5769230769230769
572,40.7385111,-73.9918061,0.0
573,40.73986,-73.995018,0.0
574,40.741056,-73.997862,0.0
575,40.7422581,-74.0006951,0.0
576,40.7434761,-74.0035806,0.0
577,40.744646,-74.006385,0.0
578,40.7453865,-74.0081247,0.0
579,40.771147,-73.967994,0.0
580,40.7704755,-73.9663944,0.0
581,40.7697588,-73.9646978,0.0
582,40.7691137,-73.9631686,0.0
583,40.7684416,-73.9615751,0.0
584,40.7675009,-73.9593404,0.0
585,40.7664881,-73.9569436,0.0
586,40.7317982,-74.0011515,0.6923076923076923
587,40.7311376,-74.0029381,0.0
588,40.8703989,-73.9121747,0.0
589,40.8711588,-73.9139795,0.0
590,40.871603,-73.915056,0.0
591,40.872116,-73.916278,0.0
592,40.872499,-73.917176,0.0
593,40.873022,-73.918459,0.0
594,40.8045555,-73.947737,0.0
595,40.806709,-73.952857,0.0
596,40.8069824,-73.9534985,0.0
597,40.8075917,-73.9549547,0.0
598,40.808178,-73.9563424,0.0
599,40.720336,-73.9940925,0.0
600,40.7199073,-73.9929178,0.0
601,40.7198216,-73.9921032,0.0
602,40.7191052,-73.9902813,0.7692307692307693
603,40.7191021,-73.989732,0.7692307692307693
604,40.718874,-73.9889804,0.7692307692307693
605,40.7186264,-73.9881645,0.0
606,40.7183868,-73.9873747,0.0
607,40.717431,-73.9839974,0.0
608,40.716976,-73.982289,0.0
609,40.716718,-73.981438,0.0
610,40.716454,-73.9805736,0.0
611,40.715957,-73.9789246,0.0
612,40.7156979,-73.9780769,0.0
613,40.8110093,-73.9542758,0.0
614,40.7163029,-74.0061645,0.0
615,40.7165394,-74.0066823,0.0
616,40.7171217,-74.0079572,0.0
617,40.717598,-74.009,0.0
618,40.707694,-74.010201,0.0
619,40.706953,-74.008996,0.3076923076923077
620,40.7060628,-74.0074544,0.3076923076923077
621,40.705624,-74.006766,0.0
622,40.743451,-73.988194,0.0
623,40.7427711,-73.9865977,0.0
624,40.7420643,-73.9849234,0.0
625,40.7414058,-73.9833636,0.0
626,40.7407284,-73.981759,0.0
627,40.7397942,-73.9795317,0.0
628,40.7392313,-73.9781935,0.0
629,40.738796,-73.977148,0.0
630,40.8709698,-73.9192622,0.0
631,40.868889,-73.915681,0.0
632,40.766767,-73.971189,0.0
633,40.7660912,-73.9695848,0.0
634,40.7653837,-73.9678898,0.0
635,40.764739,-73.9663609,0.0
636,40.764057,-73.9647558,0.0
637,40.763113,-73.962515,0.0
638,40.762118,-73.9601302,0.0
639,40.7754121,-73.9839423,0.0
640,40.7132584,-74.0092662,0.0
641,40.7138543,-74.0105666,0.0
642,40.714294,-74.011527,0.0
643,40.8471725,-73.940776,0.0
644,40.8473921,-73.940691,0.0
645,40.7206316,-73.9949663,0.0
646,40.7208958,-73.9957503,0.0
647,40.7211736,-73.9965747,0.0
648,40.7214509,-73.9973979,0.0
649,40.7215815,-73.9977854,0.0
650,40.7744064,-73.9656102,0.0
651,40.7737351,-73.9640105,0.0
652,40.7730236,-73.9623161,0.0
653,40.7723794,-73.9607869,0.0
654,40.7717042,-73.9591761,0.6538461538461539
655,40.7707623,-73.9569342,0.6538461538461539
656,40.7697674,-73.9545659,0.0
657,40.7255633,-74.0045513,0.0
658,40.724267,-74.004739,0.0
659,40.7182987,-74.0053609,0.0
660,40.7190194,-74.0051717,0.0
661,40.7198568,-74.0051934,0.0
662,40.7206388,-74.0052198,0.0
663,40.721025,-74.005248,0.0
664,40.7222274,-74.0053546,0.0
665,40.723625,-74.004786,0.0
666,40.724173,-74.004575,0.0
667,40.725513,-74.004031,0.0
668,40.72625,-74.00373,0.0
669,40.726958,-74.003445,0.0
670,40.727664,-74.003155,0.0
671,40.7297532,-74.0021622,0.0
672,40.7305503,-74.0017,0.0
673,40.7310625,-74.0014113,0.6923076923076923
674,40.731706,-74.000954,0.6923076923076923
675,40.732315,-74.000511,0.0
676,40.732929,-74.000066,0.0
677,40.7336634,-73.9995234,0.0
678,40.734784,-73.998714,0.0
679,40.735391,-73.998274,0.0
680,40.736032,-73.997805,0.0
681,40.737361,-73.99684,0.0
682,40.738044,-73.996337,0.0
683,40.738686,-73.995874,0.0
684,40.739272,-73.995446,0.0
685,40.740442,-73.994593,0.0
686,40.7416174,-73.9937398,0.0
687,40.7422328,-73.9932916,0.0
688,40.7429103,-73.9927979,0.0
689,40.744186,-73.991871,0.0
690,40.7448072,-73.9914152,0.0
691,40.745421,-73.990968,0.0
692,40.746038,-73.990518,0.0
693,40.747277,-73.989617,0.0
694,40.7478958,-73.9891568,0.0
695,40.7485081,-73.9886948,0.0
696,40.7491217,-73.9882353,0.0
697,40.7497993,-73.9877404,0.0
698,40.7504574,-73.9872874,0.0
699,40.751088,-73.9868238,0.0
700,40.7517,-73.986399,0.0
701,40.752317,-73.985947,0.0
702,40.7529437,-73.9854836,0.0
703,40.7535585,-73.9850397,0.0
704,40.754177,-73.984596,0.0
705,40.754842,-73.984118,0.0
706,40.755516,-73.983624,0.0
707,40.7561421,-73.9831665,0.0
708,40.7567712,-73.9827118,0.0
709,40.7573902,-73.9822537,0.0
710,40.7580163,-73.9817975,0.0
711,40.758645,-73.981341,0.0
712,40.7592744,-73.9808828,0.0
713,40.7599106,-73.9804176,0.0
714,40.7605248,-73.9799722,0.0
715,40.7611595,-73.9795104,0.0
716,40.7617737,-73.9790635,0.0
717,40.7623991,-73.9786085,0.0
718,40.7630416,-73.978141,0.0
719,40.7636495,-73.977693,0.0
720,40.764324,-73.977196,0.0
721,40.7650041,-73.9767052,0.0
722,40.7656797,-73.976244,0.0
723,40.7283967,-74.0030772,0.0
724,40.7910474,-73.9513807,0.3076923076923077
725,40.7903128,-73.9496374,0.0
726,40.7896902,-73.9481549,0.3076923076923077
727,40.7890006,-73.9465498,0.3076923076923077
728,40.7880579,-73.9443285,0.0
729,40.7870603,-73.9419364,0.0
730,40.7174635,-74.0106317,0.0
731,40.7174024,-74.0100927,0.0
